Original_Entry_ID,pXC50,Gene_Symbol,SMILES
CHEMBL266182,3.74,EGFR,N1(C(C=2C3=C(NC4=C3C=CC=C4O)C=5N(C6C(C(O)C(C(O6)CO)O)O)C7=C(C5C2C1=O)C=CC=C7O)=O)NCC(O)CO
CHEMBL1992342,5.7,EGFR,S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3N)=CC2)C=C1)CCC
CHEMBL1683968,7.72,EGFR,C1(/C=C(/C(=O)NCC=S(=C)(O)O)\F)=C(N=CN=C1C)NC2=CC(=C(C=C2)OCC3=CC(=CC=C3)F)Cl
CHEMBL321193,6.82,EGFR,C1=C(C=C(NC=2N=C3N(C(C(=CC3=CN2)C4=C(C=CC=C4Cl)Cl)=O)C)C=C1)O
CHEMBL3133757,6.73,EGFR,C1=2C(=NC=NC1=CC(=CC2)OCCCN(CCO)CC)NC3=CC(NC(NC4=CC=C(C(=C4)C(F)(F)F)Cl)=O)=CC=C3
CHEMBL1945649,5.92,EGFR,O=S(NC(=O)C1=C(N=C(C=C1)C)Cl)(C2=CC=C(C=C2)Cl)=O
CHEMBL3134612,5.67,EGFR,C=1C=NC(=NC1C=2C=CC(=CC2)Cl)NC3=CC(=C(C(=C3)OC)OC)OC
CHEMBL178922,4.9,EGFR,C1=2C(=C(C#N)C=NC1=CC(=C(C2)NC(/C=C/CN(C)C)=O)OCC)NC3=CC(Cl)=C(C=C3)N4CCOCC4
CHEMBL244378,6.4,EGFR,N1=C(NC2=CC3=C(C=C2)C=NN3)N=C(NC=4C=CC=CC4C(O)=O)C=C1
CHEMBL483233,5.52,EGFR,C=1(C(=C(C=C(C1)/C=C(/C(N)=O)\C#N)CSC=2C=CC(=CC2)O)O)OCC
CHEMBL206010,6.64,EGFR,COC=1C=CC=C(C1)C2=CNC3=C(N/N=C/C4=CC=NC=C4)N=CN=C23
CHEMBL2047247,4.59,EGFR,N1C(=NC=2C(C=3C=CC=CC3C2)=C1NC4=CC=C(C=C4)Cl)N
5329483,7.13001,EGFR,S(=O)(=O)(CCNCCCCOC1=CC2=C(N=CN=C2NC3=CC=C(OCC4=CC=CC=C4)C=C3)C=C1)C
CHEMBL1888586,6.52,EGFR,NC=1N=CC=C(N1)C2=C(N=CN2C3CCC(O)CC3)C4=CC=C(F)C=C4
11590799,7.49485,EGFR,ClC1=CC(NC2=NC=NN3C2=C(CN4CCC(N)CC4)C=C3)=CC=C1OCC5=NC=CN=C5
70694544,5.28735,EGFR,O=C(NC1=CC(=C(OC)C=C1)C(=O)NC=2C=C(C=CC2)C#C)CCCCCC(=O)NO
CHEMBL2047028,5.29,EGFR,C=1(NC(CCCCCC(=O)NO)=O)C=C(C(=CC1)OC)C(=O)NC=2C=C(C#C)C=CC2
CHEMBL589503,4.45,EGFR,C1=C(C=CC(=C1)C(=O)NC2CCCC2)N(CCCl)CCCl
72713176,5.25298,EGFR,O1CCN(CC1)C=2C=CC(NC=3N=C4N(C=5C=CC(NC(=O)C=C)=CC5)C(=O)C=NC4=CN3)=CC2
70694543,5.95078,EGFR,O=C([NH2]C=1C=C(C(O)=CC1OC)C(=O)NC=2C=C(C=CC2)C#C)CCCCCC(O)=NO
CHEMBL1241679,4.0,EGFR,N1=CN=C2C(=C1N)C(C3=CC(=CC=C3)C#N)=NN2C(C)C
2750,5.33208,EGFR,S1C(CC2=CC=C(OCC3(CCCCC3)C)C=C2)=C(O)N=C1O
5328223,5.86328,EGFR,BrC1=CC(NC2=NC=NC3=C2C(OC)=C(OC)C=C3)=CC=C1
CHEMBL463931,7.03,EGFR,COC1=CC2=C(C=C1NC3=NC(NC=4C=CSC4C(N)=O)=C5C=CNC5=N3)N(CCC2(C)C)C(=O)CN(C)C
CHEMBL2334000,5.6,EGFR,O(CCN)C=1C=C2C(=NC=NC2=CC1OC)NC3=CC(=C(C=C3)F)Cl
CHEMBL313417,4.6,EGFR,FC1=CC=C(C=C1)C=2N=C3SCCN3C2C=4C=CN=CC4
CHEMBL129579,8.32,EGFR,N1=CN=C(NC=2C=CC=C(Br)C2)C3=CN=C(C=C13)NCC(O)C(C(O)C(O)CO)O
CHEMBL387187,7.68,EGFR,C(C1=CC(NC2=NC=NC(=C2)NC=3C=C(NC(C4CC4)=O)C=CC3)=CC=C1)(F)(F)F
CHEMBL104779,6.04,EGFR,N1(C2=NC(NC3=CC=NC=C3)=NC=C2C=C(C1=O)C4=C(Cl)C=CC=C4Cl)C
CHEMBL128432,7.35,EGFR,N=1C=2C(=CN=C(C2)NCCN(C)C)C(=NC1)NC3=CC(=CC=C3)Br
CHEMBL2041958,6.7,EGFR,C=1C=CC=2OC(=C(C=3C=CC(=CC3)F)C(C2C1)=O)C=4C=C(N=CC4)NC(C)C
CHEMBL1173324,4.87,EGFR,C1C(C2=CC(=C(C=C2)Br)Br)=NN(C(N)=S)C1C3=CC=CC=C3F
CHEMBL220241,5.7,EGFR,CCN1C(=NC=2C=NC(OC=3C=CC=C(NC(=O)C=4C=CC(OCCN5CCOCC5)=CC4)C3)=CC12)C6=NON=C6N
71524916,5.97062,EGFR,FC=1C=CC(C2=NN(C(C2)C=3C=4C(C=CC3)=CC=CC4)C5=CC=CC=C5)=CC1
CHEMBL331307,5.78,EGFR,C12=C(N=CN=C1C=C(N=C2)N)NCC3=C(Br)C=CC=C3
CHEMBL1970217,5.7,EGFR,O=C(NC(C1=CC(OC)=CC=C1)C)C2=CC=C(C3=C(C=NC=C3)C)C=C2
90655162,8.52288,EGFR,ClC=1C=C(NC=2N=CN=C3SC(NC(=O)/C=C/CNCCS(=O)(=O)C)=CC23)C=CC1F
CHEMBL327725,4.36,EGFR,C/1(=N/C(C(O)=O)C(O)C)\CC(=O)/C(/CC1=O)=N\C(C(O)=O)C(O)C
CHEMBL504416,4.64,EGFR,C=1C=C(C(=CC1NC2=NC(N)=NC=3NC(=CC23)CCC4=CC=CC=C4)Cl)F
CHEMBL373598,5.7,EGFR,C1CCOC=2N=C(NC(NC=3C=C(C(=CC3OCC1)OCCCO)Cl)=O)C=NC2C#N
CHEMBL2426281,5.46,EGFR,C1(=CN=C(N=C1C2=CNC3=C2C=CC=C3)NC4=CC=CC(=C4)NC(C=C)=O)Cl
CHEMBL163369,9.46,EGFR,C=1(C=2C(=CN=C(C2)NCCCN(CCO)CCO)N=CN1)NC3=CC(Br)=CC=C3
CHEMBL204105,8.7,EGFR,N=1C=NC(=C2C(=CC(=CC12)OC)OC3CCN(CC3)CC)NC4=CC=C(C(Cl)=C4)F
CHEMBL2437457,6.43,EGFR,C=1C=C(C=CC1NC2=NC3=C(C=N2)N=CC(N3C=4C=CC(=CC4)NC(=O)C=C)=O)Cl
CHEMBL1242111,5.75,EGFR,N=1C=NC=2N(N=C(C3=CC=CC(=C3F)O)C2C1N)C4CCCC4
CHEMBL2070199,6.67,EGFR,N(CC1=CC=C2C(=C1)OCCCO2)C=3C=C4C(=NC=NC4=CC3)NC5=CC=CC(=C5)Cl
CHEMBL382918,6.83,EGFR,C1=CC(C(=O)NC2=CC=CC(C(N(CC)CC)=O)=C2)=C(O)C=C1NC(C=C)=O
CHEMBL319540,5.57,EGFR,C=12N(C(C)=C(C1C(N)=NC=N2)C)C3=CC=CC=C3
CHEMBL2437477,4.47,EGFR,C=1C=C(C=CC1NC2=NC3=C(C=N2)N=CC(N3C4=CC=C(C=C4)OC)=O)NC(=O)C=C
CHEMBL1242118,4.54,EGFR,N=1C=NC=2N(N=C(C3=CC=C4C(C(C=CO4)=O)=C3)C2C1N)C(C)C
44430030,6.85387,EGFR,FC=1C=C(CN2N=CC=3C2=CC=C(NC4=NC=NN5C4=C(CN6CCC(CC6)C(=O)N)C=C5)C3)C=CC1
CHEMBL590877,4.87,EGFR,C1=C(C=C(/C=N/NC=2SC=C(N2)O)C=C1)F
CHEMBL3088219,6.37,EGFR,C=1C(=CC=C(C1)C(N/N=C(/CN2C(=CN=C2C)N(=O)=O)\C3=CC=C(C=C3)Br)=O)N
CHEMBL169757,6.3,EGFR,N1=CN=C2N(C=C(C3=CC=CC=C3)C2=C1N)C4=CC=CC=C4
CHEMBL1641991,4.68,EGFR,C1(=CC=C2C(=C1)C(NC3=CC(=CC=C3)Br)=NC=C2C#N)NC(CC)=O
CHEMBL76602,3.78,EGFR,OC(=O)/C(=C/C1=CC=C(O)C=C1)/C#N
CHEMBL1992740,5.7,EGFR,FC1=C(C2=NN=C3NN=C(NC(=O)CCCN4CCN(CC4)CC)C3=C2)C=CC=C1F
CHEMBL1970806,5.7,EGFR,S1C=2N=C(O)N3N=C(N=C3C2C4=C1CCCC4)C5=CN=CC=C5
CHEMBL78018,8.4,EGFR,C1=2SC(C3=CC=C(C=C3)CN)=CC1=NC=NC2NC4=CC=5C=CNC5C=C4
5328281,7.9201,EGFR,BrC1=CC(NC=2N=CN=C3C2C=C4C(N(N=C4)CC(O)CO)=C3)=CC=C1
CHEMBL327023,6.26,EGFR,C=1(C2=C(C=CC(NC(C#CCN3CCSCC3)=O)=C2)N=CC1C#N)NC=4C=C(Br)C=CC4
23661662,8.52288,EGFR,O(C=1C=C2N=CC(=C(N[C@H]3[C@@H](C3)C4=CC=CC=C4)C2=CC1OC)C#N)CCCN5CCN(CC5)C
44564362,8.92082,EGFR,BrC=1C=C(NC=2NC=NC=3C2N=C(NC(=O)C=C)C3)C=CC1F
CHEMBL3237935,6.16,EGFR,C1(=CC(=C(C=C1)NC2=NC=C(C(=N2)OC=3C=C(C=CC3)NC(CCN4CCN(CC4)C(=O)OCC)=O)Cl)OC)N5CCN(CC5)C
CHEMBL540082,6.8,EGFR,C=12SC=3C(N(=O)=O)=CC=CC3C1N=CN=C2NC=4C=C(Br)C=CC4
CHEMBL338155,6.59,EGFR,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)NC)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)C(N[C@H]7O)=O)C
5378436,,EGFR,ClC=1C=C(C2=NC3=C(NC(=O)N(C3=O)C)N=N2)C=CC1Cl
CHEMBL601828,5.95,EGFR,C=1(C(O)=C(CN(C(NC=2C=CC=CC2)=O)CC3=CC=C(C=C3)O)C=C(C1)Br)Br
CHEMBL1645473,8.05,EGFR,N=1N2C=CC(CN3CCC(CC3)N)=C2C(=NC1)NC=4C=CC=C(C4)Cl
5328331,8.14267,EGFR,N(CCC=1NC=NC1)C2=NC=C3C(N=CN=C3NC=4C=C(C=CC4)C)=C2
CHEMBL340399,8.14,EGFR,C=1(N=CNC1)CCNC2=NC=C3C(=C2)N=CN=C3NC=4C=CC=C(C)C4
CHEMBL529663,4.64,EGFR,C=1(C2=CC(=C(C(=C2)OC)OC)OC)C(NCC1C3=CNC4=C3C=CC=C4)=O
CHEMBL123676,5.0,EGFR,N(C=1C=C(CNC=2C=3C(=CC(=NC3)N)N=CN2)C=CC1)(=O)=O
CHEMBL207995,5.7,EGFR,C1(=C(C=C(C(OC)=C1)NC(NC2=NC=C(N=C2)C#N)=O)Cl)C=O
CHEMBL2064394,5.77,EGFR,C1=C2C(C(NC3=CC=C(C=C3)OCC=4N=CC=CC4)=NC=N2)=CC=5N(C(OC51)=O)CCCN6CCOCC6
CHEMBL2316148,4.82,EGFR,C1(=CC(=CC(=C1)/C=C/2\CCC/C(/C2=O)=C\C3=CC=C(C=C3)Cl)OC)OC
CHEMBL263528,6.77,EGFR,N1=CN=C2N(C=C(C3=CC=CC(O)=C3)C2=C1N)C4CCN(CC4)CC(N)=O
70688829,6.29243,EGFR,O(C1=CC2=C(C=C(C3=NN(C(C)C)C4=NC=NC(N)=C34)C=C2)C=C1)C
CHEMBL599398,7.82,EGFR,C1(=C(C=C2N=CN=C(C2=C1)NC=3C=C(C=CC3)C#C)OC)OCCCCC(=NO)O
CHEMBL136491,7.85,EGFR,C=1(C=2C(=CC=C(/N=N/N(C)C)C2)N=CN1)NC=3C=C(Cl)C=CC3
CHEMBL129946,6.48,EGFR,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(CC)C)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C
CHEMBL3221556,6.05,EGFR,C(NC=1C(=CC(=CC1)NC2=NC=NC3=CC(=C(C=C23)OC)OC)C)(=O)OCCC
CHEMBL601040,6.24,EGFR,C=1C=C(NC(C2=CC=C(C=C2)N(CCCl)CCCl)=O)C=CC1C
CHEMBL2000071,5.7,EGFR,OCCCNC1=NC=NC=2NC=C(C21)C=3C=CC=CC3
CHEMBL498248,4.56,EGFR,C1=C(C=C2C(=O)C3=C(C(=C(C(=C3)O)[C@@H](C)OC)O)C(C2=C1O)=O)O
CHEMBL77243,4.26,EGFR,C(=C/C=1C=C(CCCC)C(=C(C1)CCCC)O)(\C(=O)N)/C#N
CHEMBL371095,5.3,EGFR,C1CN(CCO1)CCNC=2N=CC3=C(C(=C(C=N3)C#N)NC4=CC=C(C=C4)OC5=CC=CC=C5)C2
CHEMBL3085380,5.96,EGFR,C1(=C(C=C2N=CN=C(C2=C1)C#C[C@](C)(N(CC)CC)CC3CCCCC3)OC)OC
CHEMBL247104,7.32,EGFR,N1=CN=C(C=2N1C=CC2CN3CCC(CC3)NCCO)NC=4C=C5C=NN(C5=CC4)CC6=CC(=CC=C6)F
CHEMBL81375,6.85,EGFR,S1C(=CC2=C1C(NC3=CC=4C=C(C)NC4C=C3)=CC=N2)C5=CC=C(CN(CCO)C)C=C5
CHEMBL1998545,5.7,EGFR,O=C(NC(CC1=CC=CC=C1)CO)C2=CC=C(C=3C=CN=CC3)C=C2
CHEMBL474142,8.96,EGFR,N=1C=2C(N=CNC2NC3=CC=CC(Br)=C3)=CC1NC(=O)C=C
5328755,5.1549,EGFR,OC=1C=2C=CC(C2C=CC1O)C(C#N)C#N
CHEMBL56027,7.16,EGFR,C1=2C(=NC=NC1=CC(=C(C2)OCCNC(CO)(CO)C)OC)NC3=CC(Cl)=C(C=C3)F
CHEMBL74778,5.9,EGFR,C12=C(NC(=C1C)C)N=CN=C2NC=3C=C(O)C=CC3
CHEMBL461797,9.36,EGFR,C1(=CC=C2C(=C1)C(=NC=N2)NC=3C=CC=C(Br)C3)CC(/C=C/C(=O)NCCCN(C)C)=O
71525283,5.26761,EGFR,BrC=1C=C(NC2=NC(NC(=O)C(C)(C)C)=NC=3NC(CCC=4N=CC=CC4)=CC32)C=CC1F
CHEMBL2335015,5.27,EGFR,C=1(N=C2C(=C(N1)NC=3C=C(C(=CC3)F)Br)C=C(N2)CCC=4C=CC=CN4)NC(C(C)(C)C)=O
CHEMBL471058,8.22,EGFR,N=1C2=C(C(=NC=N2)NC3=CC=C(F)C(Cl)=C3)SC1NC=4C=CC(=CC4)CN5C=CN=C5CC
76321482,7.92082,EGFR,O1CCN(CC1)C=CCC(=O)N2C3=C(OCC2)C=C4N=CN=C(NC5=CC(=CC=C5)C#C)C4=C3
CHEMBL1985406,5.7,EGFR,FC=1C(C2=CC=3C(=NNC3NC(=O)CCC)C=C2)=CC=CC1F
CHEMBL1970903,5.7,EGFR,O(C1=CC(C=2C=C3C(NN=C3C)=CC2)=CN=C1)CC(N)CC=4C=5C(NC4)=CC=CC5
CHEMBL1683966,6.94,EGFR,C1(/C=C/C(=O)NCCN2CCOCC2)=C(N=CN=C1C)NC3=CC(=C(C=C3)OCC4=CC(=CC=C4)F)Cl
CHEMBL280757,9.16,EGFR,C=1(C=2C(=CC=C(NC(C=C)=O)C2)N=CN1)NC3=CC(Br)=C(C=C3)F
CHEMBL1173192,4.95,EGFR,C1C(C2=CC(=C(C=C2)Br)Br)=NN(C(N)=S)C1C=3C=CC(=CC3)O
CHEMBL76751,9.0,EGFR,C=12SC(C=3SC=CC3)=CC1N=CN=C2NC4=CC=5C=CNC5C=C4
CHEMBL35820,11.22,EGFR,C1=2C(=NC=NC1=CC(=C(C2)OCC)OCC)NC=3C=C(Br)C=CC3
CHEMBL245996,7.1,EGFR,C1(=C(OC)C=C2N=CC(=C(C2=C1)N[C@@H]3C[C@H]3C4=CC=C(C=C4)OC5=CC=CC=C5)C#N)OC
71599995,7.82391,EGFR,ClC=1C=C(NC2=NC=NC=3C2=CC(OCCCN4CC5(CC4)COC5)=C(OC)C3)C=CC1F
CHEMBL200880,4.94,EGFR,C1=CC(C(=O)NC2=CC=CC(C(N(CC)CC)=O)=C2)=C(O)C=C1NC(CC)=O
CHEMBL270448,9.0,EGFR,N1=CN=C(C2=C1NN=C2OCCN3CCCCCO3)NC=4C=C(C(=CC4)OCC5=NC=CC=C5)Cl
CHEMBL3092300,5.77,EGFR,O1CCOC12CCN(CC2)C(=O)NC3=CC4=C(N=CN=C4C=C3O[C@@H]5COCC5)NC=6C=C(C(=CC6)F)Cl
CHEMBL1822064,5.2,EGFR,C1(=CC=C(C=C1)C=2CC(C=3C=CC(=CC3)OC)N(N2)C=4SC=C(N4)C5=CC=C(C=C5)Cl)OC
CHEMBL302552,7.66,EGFR,C/1(\C=2C(=NC=NC2NC=3C=C(Cl)C(=CC3)F)NC1=O)=C/C=4NC(C(=O)NCCN5CCOCC5)=CC4
CHEMBL53555,9.11,EGFR,C=1(C=2C=C(NC(C=C)=O)N=CC2N=CN1)NC3=CC(Cl)=C(C=C3)F
CHEMBL1958038,5.19,EGFR,C1(=CC=C(C=C1)C2=NN(C(C3=CC=C(C=C3)F)C2)C4=NC(=CS4)O)Br
CHEMBL165508,8.82,EGFR,C=1(C2=C(C=NC(=C2)NCC=3C=NC=CC3)N=CN1)NC=4C=C(Br)C=CC4
CHEMBL1916891,8.85,EGFR,C=1(N(C(CC=CN(C)C)=O)C)C=C2N3C(C(=NC2=CC1F)NC=4C(=CC=CC4)C)=CN=C3
72737405,6.55129,EGFR,ClC=1C=C(NC2=NC=NC3=CC(O[C@H]4CCOC4)=C(NC(=O)N(CCN(C)C)C)C=C32)C=CC1F
CHEMBL208358,6.96,EGFR,C=1C=CC(COC=2C(=CC(=CC2)NC3=NC=NC=C3C#CC=4C=C(C=CC4)N=S(C)(O)=O)Cl)=CC1F
11427553,6.25181,EGFR,O=C(N1CCNCC1)C2=CC=C(C=C2)/C=C/C=3NN=C4C3C=CC=C4
CHEMBL1173248,4.79,EGFR,C1C(C2=CC(=C(C=C2)Cl)Cl)=NN(C(C)=O)C1C3=CC=C(C=C3)Cl
CHEMBL424625,3.9,EGFR,C(=C/C=1C=C(CSCCC(O)=O)C(=C(C1)OC)O)(\C(=O)N)/C#N
CHEMBL434729,7.6,EGFR,CC=1C=CC2=C(C(=NN2N1)C3=CC=CC=C3)C=4C=CN=C(NC=5C=CC=C(C5)C(F)(F)F)N4
CHEMBL1290071,6.17,EGFR,C=1C=NC2=C(C3=CC=CC=C3O2)C1NCC4=C5C(=CC=C4)C=CC=C5
71524964,5.98297,EGFR,S=C(N1N=C(CC1C2=CC=3C(C=C2)=CC=CC3)C=4C=CC(OC)=CC4)N
CHEMBL1966703,5.7,EGFR,FC=1C(C2C3C(=NC4=NNC(=C24)C)CC(CC3=O)(C)C)=CC=CC1
CHEMBL3114688,8.4,EGFR,C=1C2=C(C=C3C1N=CN=C3NC=4C=C(C=CC4)C#C)N(CCO2)C(=O)CC=CN5CCCCC5
CHEMBL3234864,4.99,EGFR,C=1(C(=NC=2C(C1)=CC=CC2)OC3=CC=CC=C3)/C=N/NC(CN4C(=CN=C4C)N(=O)=O)=O
CHEMBL345203,5.03,EGFR,C1(=C(C2=CC=CC=C2N1)CCC(=O)NC)SSC3=C(C=4C=CC=CC4N3)CCC(=O)NC
CHEMBL169519,5.95,EGFR,C12=C(C(C3=CC(OC)=CC=C3)=CN1C4CCNC4)C(N)=NC=N2
CHEMBL310798,6.0,EGFR,C1(=C(C=C(C=C1O)C=C(C#N)C#N)O)O
838861,,EGFR,ClC1=C(N(=O)=O)C=C(C(=O)C=2C=CC(OC)=CC2)C=C1
CHEMBL247100,6.68,EGFR,C1=CC(C)=C2N1N=CN=C2NC3=CC4=C(C=C3)NN=C4
CHEMBL1821863,5.63,EGFR,C1(=C(C=C(C=C1)C2=NN(C(C=3C=CC(=CC3)Cl)C2)C=4SC=C(N4)C5=CC=CC=C5)C)C
CHEMBL185569,5.7,EGFR,C=12C(=C(O)NC1)C=CC=C2C=3C=CC(N=C(NC4=CC(C)=CC=C4)O)=CC3
CHEMBL597551,8.15,EGFR,C1(=C(C=C2N=CN=C(NC3=CC(=C(C=C3)F)Cl)C2=C1)OC)OCCC(=NO)O
CHEMBL105053,8.48,EGFR,C1=2C(NC(=C1)C3=CC=CC=C3)=NC=NC2N[C@@H](C4=CC=CC=C4)C
CHEMBL54471,6.06,EGFR,C=1(C=C(/C=C(\C#N)/C(=O)C=2C=CC(=CC2)C)C=CC1O)O
70684052,5.85078,EGFR,ClC1=C(C=C(NC(=O)C=2C=C([NH2]C(=O)CCCCCC(O)=NO)C=CC2O)C=C1)C(F)(F)F
44564396,8.41005,EGFR,BrC1=CC(CC=2N=CN=C3C2C=C(NC(=O)C=C)C(OCCCCN(C)C)=C3)=CC=C1
CHEMBL594810,3.95,EGFR,CC(C)C(=CC1=COC=2C1=C(N)N=C(N)N2)C3=CC=CC=C3OC
CHEMBL1242752,4.27,EGFR,N1=CN=C2N(N=C(C=3C=CC(=C(C3)OCC)OC)C2=C1N)C(C)C
CHEMBL541988,5.06,EGFR,C1(=C(C(=O)O)C=NC=2C1=CC(=C(OC)C2)OC)NC3=CC(Br)=CC=C3
CHEMBL271587,8.26,EGFR,N=1C=CC=2C(C1)=C(N=CN2)NC3=C(C(=CC=C3)C)NCCCCN(C)C
CHEMBL1421,7.7,EGFR,C1=C(C(NC=2C(=CC=CC2Cl)C)=O)SC(NC3=CC(=NC(C)=N3)N4CCN(CCO)CC4)=N1
CHEMBL418967,9.77,EGFR,C1=2C(=NC=NC1=CC(=C(C2)OCCC)OCCC)NC=3C=C(Br)C=CC3
CHEMBL1241484,6.8,EGFR,N=1C=NC2=C(C1N)C(C=3C=C(C(=CC3)Cl)O)=NN2C(C)C
57524403,6.78252,EGFR,ClC=1C=C(NC(=O)NC=2C=C(NC3=NC=NC4=C3C=CC(OCCCN(CCO)CC)=C4)C=CC2)C=CC1F
CHEMBL1974457,5.7,EGFR,S1C2=C(C(C3=CC(F)=CC=C3)=CN=C2)C=C1C(=O)O
CHEMBL2031300,9.64,EGFR,C(CCN1CCN(CC1)C)(=O)NC2=CC3=C(N=CN=C3C=C2)NC4=CC(=CC=C4)Br
153999,5.29243,EGFR,O1[C@@H](CCN2C=3C(C(C4=C(C=5C=6C(N(CC1)C5)=CC=CC6)C(=O)NC4=O)=C2)=CC=CC3)CN(C)C
CHEMBL1970317,6.5,EGFR,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(F)C=CC4)C=C3)=C1)C(=NC=C2C5=CN(N=C5)C)N
CHEMBL100473,4.4,EGFR,C(C(C(SC1=C(N)C=CC=C1)=N)C#N)(C(SC=2C(N)=CC=CC2)=N)C#N
CHEMBL94061,9.66,EGFR,C1=C(NC=2C3=CC(NC(/C=C/CN(C)C)=O)=CC=C3N=CN2)C=CC=C1Br
CHEMBL3221547,5.26,EGFR,C(NC1=C(C=C(C=C1)NC2=NC=NC3=CC(=C(C=C23)OC)OCCC)Cl)(=O)OCC
44412181,7.09151,EGFR,ClCCN(C(=O)NC1=CC2=C(N=CN=C2NC3=CC(Cl)=CC=C3)C=C1)C
23646536,7.22185,EGFR,BrC1=CC(NC2=NC=NN3C2=C(C(=C3)C(OCC)=O)CC)=CC=C1
CHEMBL538757,5.06,EGFR,C(C(C=1C=CC(OCC=2C=CC=CC2)=CC1)=O)(CN(C)C)CSC3=C(C(=O)OC)C=CC=C3
CHEMBL3234746,7.37,EGFR,C1(=C(C=C(C=C1)NC(C2=CC=C(C(=C2)NC(C3=CN=C(N=C3)NC(C)C)=O)C)=O)C(F)(F)F)CN4CCN(CC4)C
CHEMBL261131,4.6,EGFR,N1C(N(C(C2=CC=CC=C12)=O)CCN3CCC(CC3)=C(C=4C=CC(=CC4)F)C=5C=CC(=CC5)F)=S
CHEMBL109332,5.47,EGFR,C1=2C(=C(C=O)C=NC1=CC(=C(C2)OC)OC)NC=3C=C(Br)C=CC3
CHEMBL1094475,4.26,EGFR,C1(=NC(=C2C(NC(=C2)CC=3C=CC(=CC3Cl)Cl)=N1)NC=4C=C(C=CC4)C#C)N
CHEMBL153170,7.54,EGFR,C=1(C2=C3N=CNC3=CC=C2N=CN1)NC4=CC(Br)=CC=C4
CHEMBL231875,7.05,EGFR,C=1N2C(C(=NC=N2)NC=3C=C4C(=CC3)N(N=C4)CC5=CC(=CC=C5)F)=C(CN6CCNCC6)C1
CHEMBL499344,5.78,EGFR,C=1C=CC(=CC1NC2=NC(N)=NC=3NC(=CC23)CC4=CC=CC=C4)Br
CHEMBL1969049,5.7,EGFR,O=C(NC(C1=CC(OC)=CC=C1)C)C=2C=C(C(C=3C=CN=CC3)=CC2)C
CHEMBL272629,4.6,EGFR,C=1C=NC=2N(C=C(C=3C(NC(C3C4=CN=CC=N4)=O)=O)C2C1)CCCO
CHEMBL121190,6.8,EGFR,C1(=NN=C2C1=C(NC=N2)N)NC=3C=C(Cl)C=CC3
CHEMBL120077,4.6,EGFR,C1(=C(C=C2CC=3C(=NNC3NC=4C=CC=C(C4)F)C2=C1)OC)OC
CHEMBL266995,4.99,EGFR,C=1(C=2C(=CC(=CC2O)O)N=CC1C3=CC(Cl)=CC=C3)O
CHEMBL266995,8.1,EGFR,C=1(C=2C(=CC(=CC2O)O)N=CC1C3=CC(Cl)=CC=C3)O
CHEMBL104153,6.66,EGFR,N1(C2=NC(NC=3C=CC(=CC3)OC)=NC=C2C=C(C1=O)C4=C(Cl)C=CC=C4Cl)C
CHEMBL1971694,5.7,EGFR,S1(=O)N=C(NC=2C=CC(F)=CC2)C(=N1)NCCCC
CHEMBL1945450,4.57,EGFR,O=S(NC(=O)C1=C(N=CC=C1)Cl)(C2=CC=C(C=C2)C)=O
CHEMBL92,9.09,EGFR,[C@]12([C@H]([C@@H]3[C@]4([C@@H](C[C@@H]([C@]3(C([C@@H](C(=C([C@H](C1)OC(=O)[C@H](O)[C@H](C=5C=CC=CC5)NC(=O)OC(C)(C)C)C)C2(C)C)O)=O)C)O)OC4)OC(=O)C)OC(=O)C=6C=CC=CC6)O
CHEMBL2337372,3.88,EGFR,N1=C(N=C2C(=C1NC3=CC(=CC=C3)OC)C4=C(N2)C=CC=C4Cl)NC(=O)C(C)(C)C
CHEMBL421877,3.52,EGFR,C1(=C(C=C(C=C1OC)C=C(C#N)C#N)OC)O
CHEMBL350699,4.59,EGFR,C1(=C(C(NC=2C=CC=CC2)=O)C3=CC=CC=C3N1CCCN(C)C)SSC4=C(C(NC=5C=CC=CC5)=O)C=6C=CC=CC6N4CCCN(C)C
CHEMBL2335014,4.81,EGFR,C=1(N=C2C(=C(N1)NC=3C=C(C(=CC3)F)C(F)(F)F)C=C(N2)CCC4=CC=CC=N4)N
CHEMBL26641,7.1,EGFR,C1=2C(NC=3C(=CC(=CC3)Br)F)=NC=NC1=CC(=C(C2)OC)OCCC4CCNCC4
CHEMBL594228,6.09,EGFR,C=1(C=C2C(=NC=NC2=CC1OCCCN3CCN(CC3)C)NC4=C(C=C(C5=NC6=C(S5)C=CC=C6)C=C4)F)OC
CHEMBL2006567,5.7,EGFR,S1C=C(C=2N=C(NC(=O)C)C=C(N)C2C#N)C=C1
38853,5.28166,EGFR,OC(=O)[C@@](N)(CC=1C=C(O)C(O)=CC1)C
CHEMBL1076555,4.6,EGFR,C1(=CC=C(NC2=NC(=CS2)C3=CC=C(C=C3)Cl)C=C1)O
